Medicine ID,Medical Condition,Specialty,Generic Name,Brand Name,Strength,Dosage Form,Route,Adult Dose,Pediatric Dose,Pregnancy Warning,Contraindications,Drug Interactions,Schedule,ICD10 Category
RX20694,Stroke,Gynecology,Tiotropium,TIOTR-RX20694,2.5 mg,Gel,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20695,Osteoporosis,Oncology,Ibuprofen,IBUPR-RX20695,20 mg,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20696,Migraine,Dermatology,Sildenafil,SILDE-RX20696,10 mg,Gel,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20697,Schizophrenia,Gynecology,Azithromycin,AZITH-RX20697,2.5 mg,Drops,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20698,IBS,Ophthalmology,Sucralfate,SUCRA-RX20698,50 mg,Inhaler,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20699,Arthritis,Cardiology,Cyclophosphamide,CYCLO-RX20699,5 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20700,Stroke,Gynecology,Pioglitazone,PIOGL-RX20700,40 mg,Injection,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20701,Cancer,Pulmonology,Domperidone,DOMPE-RX20701,50 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20702,Acne,Neurology,Methotrexate,METHO-RX20702,10 mg,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20703,UTI,Cardiology,Fluoxetine,FLUOX-RX20703,5 mg,Gel,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20704,Arthritis,Cardiology,Levetiracetam,LEVET-RX20704,250 mg,Ointment,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20705,Diabetes,Orthopedics,Montelukast,MONTE-RX20705,10 mg,Tablet,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20706,Glaucoma,Pulmonology,Gliclazide,GLICL-RX20706,500 mg,Inhaler,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20707,COPD,Gynecology,Carbamazepine,CARBA-RX20707,25 mg,Injection,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20708,Neuropathy,Internal Medicine,Isotretinoin,ISOTR-RX20708,500 mg,Injection,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20709,Osteoporosis,Urology,Ticagrelor,TICAG-RX20709,500 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20710,Gastritis,Gynecology,Finasteride,FINAS-RX20710,25 mg,Drops,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20711,IBS,Orthopedics,Fexofenadine,FEXOF-RX20711,5 mg,Cream,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20712,Fever,Diabetology,Cefuroxime,CEFUR-RX20712,100 mg,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20713,Neuropathy,Oncology,Terbinafine,TERBI-RX20713,25 mg,Cream,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20714,Fungal Infection,Gynecology,Amlodipine,AMLOD-RX20714,100 mg,Ointment,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20715,Migraine,ENT,Rabeprazole,RABEP-RX20715,25 mg,Syrup,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20716,Fungal Infection,Ophthalmology,Terbinafine,TERBI-RX20716,75 mg,Gel,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20717,Cancer,Pediatrics,Valproate,VALPR-RX20717,500 mg,Injection,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20718,GERD,Oncology,Amoxicillin,AMOXI-RX20718,500 mg,Drops,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20719,Back Pain,Gynecology,Tranexamic Acid,TRANE-RX20719,20 mg,Tablet,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20720,Heart Failure,Orthopedics,Nebivolol,NEBIV-RX20720,500 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20721,GERD,Orthopedics,Formoterol,FORMO-RX20721,75 mg,Drops,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20722,Fungal Infection,Dermatology,Celecoxib,CELEC-RX20722,5 mg,Tablet,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20723,Acne,Cardiology,Imatinib,IMATI-RX20723,100 mg,Capsule,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20724,Hypertension,Diabetology,Isotretinoin,ISOTR-RX20724,500 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20725,Heart Failure,Pediatrics,Pitavastatin,PITAV-RX20725,20 mg,Ointment,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20726,Allergy,ENT,Topiramate,TOPIR-RX20726,250 mg,Syrup,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20727,Sinusitis,Gastroenterology,Formoterol,FORMO-RX20727,500 mg,Inhaler,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20728,Acne,Internal Medicine,Clomiphene,CLOMI-RX20728,20 mg,Syrup,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20729,Angina,Pulmonology,Vancomycin,VANCO-RX20729,5 mg,Tablet,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20730,Stroke,Gynecology,Methotrexate,METHO-RX20730,250 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20731,IBS,Gynecology,Dydrogesterone,DYDRO-RX20731,20 mg,Cream,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20732,Anxiety,Cardiology,Meropenem,MEROP-RX20732,20 mg,Gel,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20733,Pneumonia,Gynecology,Ibuprofen,IBUPR-RX20733,25 mg,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20734,Fungal Infection,Dermatology,Metformin,METFO-RX20734,75 mg,Syrup,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20735,Arthritis,Gynecology,Hydroxyzine,HYDRO-RX20735,40 mg,Drops,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20736,Anxiety,Internal Medicine,Capecitabine,CAPEC-RX20736,10 mg,Cream,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20737,Neuropathy,Cardiology,Ibuprofen,IBUPR-RX20737,500 mg,Inhaler,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20738,Migraine,Pulmonology,Levetiracetam,LEVET-RX20738,20 mg,Drops,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20739,Cancer,Pediatrics,Etoricoxib,ETORI-RX20739,250 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20740,Gastritis,Ophthalmology,Fluticasone,FLUTI-RX20740,20 mg,Capsule,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20741,Pneumonia,Cardiology,Moxifloxacin Eye Drops,MOXIF-RX20741,20 mg,Capsule,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20742,Allergy,Cardiology,Losartan,LOSAR-RX20742,2.5 mg,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20743,UTI,Pediatrics,Aceclofenac,ACECL-RX20743,25 mg,Inhaler,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20744,Gastritis,Ophthalmology,Olanzapine,OLANZ-RX20744,250 mg,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20745,Arthritis,Diabetology,Progesterone,PROGE-RX20745,500 mg,Ointment,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20746,Glaucoma,Gynecology,Olanzapine,OLANZ-RX20746,40 mg,Cream,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20747,Gastritis,Diabetology,Finasteride,FINAS-RX20747,5 mg,Capsule,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20748,Acne,Gastroenterology,Sertraline,SERTR-RX20748,40 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20749,Diabetes,Pulmonology,Paroxetine,PAROX-RX20749,10 mg,Cream,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20750,Asthma,Urology,Carbamazepine,CARBA-RX20750,100 mg,Gel,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20751,Fever,Urology,Levofloxacin,LEVOF-RX20751,1 g,Cream,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20752,Infertility,Oncology,Losartan,LOSAR-RX20752,250 mg,Ointment,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20753,Angina,ENT,Methotrexate,METHO-RX20753,40 mg,Drops,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20754,Fever,Internal Medicine,Insulin Aspart,INSUL-RX20754,2.5 mg,Tablet,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20755,Pneumonia,Psychiatry,Imatinib,IMATI-RX20755,20 mg,Injection,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20756,Neuropathy,Gynecology,Rosuvastatin,ROSUV-RX20756,5 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20757,COPD,ENT,Budesonide,BUDES-RX20757,100 mg,Drops,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20758,COPD,Gynecology,Aceclofenac,ACECL-RX20758,100 mg,Cream,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20759,Arthritis,Oncology,Sertraline,SERTR-RX20759,500 mg,Ointment,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20760,Stroke,Orthopedics,Sertraline,SERTR-RX20760,100 mg,Gel,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20761,UTI,Urology,Atorvastatin,ATORV-RX20761,250 mg,Gel,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20762,COPD,ENT,Tamsulosin,TAMSU-RX20762,5 mg,Injection,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20763,Diabetes,Psychiatry,Valsartan,VALSA-RX20763,25 mg,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20764,Pneumonia,Gastroenterology,Amoxicillin,AMOXI-RX20764,1 g,Cream,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20765,Sinusitis,Pediatrics,Rabeprazole,RABEP-RX20765,40 mg,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20766,Pneumonia,Pediatrics,Levofloxacin,LEVOF-RX20766,1 g,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20767,Cancer,Gynecology,Xylometazoline,XYLOM-RX20767,2.5 mg,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20768,Schizophrenia,Orthopedics,Lamotrigine,LAMOT-RX20768,500 mg,Inhaler,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20769,Depression,Dermatology,Sertraline,SERTR-RX20769,2.5 mg,Injection,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20770,UTI,Diabetology,Metformin,METFO-RX20770,20 mg,Gel,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20771,Neuropathy,Psychiatry,Duloxetine,DULOX-RX20771,1 g,Cream,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20772,UTI,Gynecology,Clomiphene,CLOMI-RX20772,50 mg,Gel,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20773,Allergy,Orthopedics,Ketoconazole,KETOC-RX20773,500 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20774,Glaucoma,Orthopedics,Losartan,LOSAR-RX20774,40 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20775,Asthma,Pediatrics,Paracetamol,PARAC-RX20775,10 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20776,Schizophrenia,Pediatrics,Xylometazoline,XYLOM-RX20776,5 mg,Injection,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20777,Osteoporosis,Gastroenterology,Levocetirizine,LEVOC-RX20777,1 g,Drops,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20778,Osteoporosis,Dermatology,Clomiphene,CLOMI-RX20778,5 mg,Capsule,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20779,Heart Failure,Pediatrics,Vildagliptin,VILDA-RX20779,5 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20780,Glaucoma,Diabetology,Paracetamol,PARAC-RX20780,1 g,Drops,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20781,Hypertension,Pediatrics,Tamoxifen,TAMOX-RX20781,20 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20782,Gastritis,Urology,Metformin,METFO-RX20782,10 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20783,Infertility,Gastroenterology,Aripiprazole,ARIPI-RX20783,50 mg,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20784,Hypertension,Cardiology,Budesonide,BUDES-RX20784,75 mg,Drops,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20785,Fungal Infection,Orthopedics,Terbinafine,TERBI-RX20785,50 mg,Syrup,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20786,Anxiety,Pulmonology,Diclofenac,DICLO-RX20786,20 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20787,Cancer,Ophthalmology,Pitavastatin,PITAV-RX20787,50 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20788,IBS,Gynecology,Sildenafil,SILDE-RX20788,10 mg,Cream,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20789,Sinusitis,Urology,Meropenem,MEROP-RX20789,1 g,Capsule,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20790,Pneumonia,Pediatrics,Esomeprazole,ESOME-RX20790,2.5 mg,Ointment,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20791,Allergy,Internal Medicine,Olanzapine,OLANZ-RX20791,250 mg,Syrup,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20792,Asthma,Gastroenterology,Vancomycin,VANCO-RX20792,100 mg,Drops,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20793,Diabetes,Gastroenterology,Clomiphene,CLOMI-RX20793,75 mg,Cream,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20794,Angina,Pediatrics,Ranolazine,RANOL-RX20794,75 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20795,Allergy,Gynecology,Levocetirizine,LEVOC-RX20795,5 mg,Capsule,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20796,Infertility,Psychiatry,Meropenem,MEROP-RX20796,50 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20797,UTI,Gynecology,Timolol,TIMOL-RX20797,250 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20798,Dermatitis,Orthopedics,Quetiapine,QUETI-RX20798,25 mg,Tablet,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20799,Glaucoma,Diabetology,Metoprolol,METOP-RX20799,25 mg,Gel,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20800,Migraine,Ophthalmology,Levofloxacin,LEVOF-RX20800,75 mg,Ointment,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20801,GERD,ENT,Doxycycline,DOXYC-RX20801,40 mg,Capsule,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20802,Gastritis,Oncology,Ketoconazole,KETOC-RX20802,25 mg,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20803,Asthma,ENT,Budesonide,BUDES-RX20803,500 mg,Cream,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20804,Migraine,Dermatology,Fexofenadine,FEXOF-RX20804,500 mg,Injection,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20805,Depression,Neurology,Ketoconazole,KETOC-RX20805,25 mg,Tablet,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20806,Depression,Dermatology,Etoricoxib,ETORI-RX20806,20 mg,Tablet,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20807,Cancer,Internal Medicine,Venlafaxine,VENLA-RX20807,5 mg,Drops,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20808,Depression,Pulmonology,Topiramate,TOPIR-RX20808,250 mg,Tablet,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20809,Stroke,Neurology,Tranexamic Acid,TRANE-RX20809,50 mg,Tablet,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20810,Anxiety,Gynecology,Topiramate,TOPIR-RX20810,2.5 mg,Tablet,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20811,Hypertension,Urology,Carbamazepine,CARBA-RX20811,100 mg,Inhaler,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20812,Fever,Gastroenterology,Tramadol,TRAMA-RX20812,25 mg,Inhaler,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20813,Osteoporosis,Ophthalmology,Lithium,LITHI-RX20813,5 mg,Cream,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20814,Allergy,Ophthalmology,Ranolazine,RANOL-RX20814,500 mg,Inhaler,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20815,Schizophrenia,Internal Medicine,Sitagliptin,SITAG-RX20815,500 mg,Inhaler,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20816,Angina,Pediatrics,Bisoprolol,BISOP-RX20816,100 mg,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20817,Osteoporosis,ENT,Tamoxifen,TAMOX-RX20817,2.5 mg,Tablet,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20818,Migraine,Oncology,Finasteride,FINAS-RX20818,100 mg,Tablet,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20819,Cancer,Ophthalmology,Aceclofenac,ACECL-RX20819,100 mg,Cream,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20820,Fever,Psychiatry,Meropenem,MEROP-RX20820,250 mg,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20821,UTI,Gynecology,Vildagliptin,VILDA-RX20821,50 mg,Injection,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20822,Dermatitis,Pediatrics,Insulin Aspart,INSUL-RX20822,25 mg,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20823,IBS,Pulmonology,Risperidone,RISPE-RX20823,40 mg,Injection,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20824,Sinusitis,Neurology,Olmesartan,OLMES-RX20824,50 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20825,Cancer,Pulmonology,Montelukast,MONTE-RX20825,250 mg,Cream,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20826,Cancer,Gastroenterology,Cefuroxime,CEFUR-RX20826,40 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20827,Osteoporosis,Orthopedics,Quetiapine,QUETI-RX20827,5 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20828,Epilepsy,Ophthalmology,Fluconazole,FLUCO-RX20828,20 mg,Capsule,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20829,Back Pain,Urology,Finasteride,FINAS-RX20829,40 mg,Capsule,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20830,Epilepsy,Cardiology,Salbutamol,SALBU-RX20830,75 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20831,Gastritis,Neurology,Sildenafil,SILDE-RX20831,50 mg,Gel,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20832,GERD,Ophthalmology,Dapagliflozin,DAPAG-RX20832,1 g,Capsule,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20833,Glaucoma,Ophthalmology,Latanoprost,LATAN-RX20833,1 g,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20834,IBS,Gynecology,Progesterone,PROGE-RX20834,500 mg,Cream,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20835,Cancer,Dermatology,Amlodipine,AMLOD-RX20835,2.5 mg,Ointment,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20836,Pneumonia,Diabetology,Metformin,METFO-RX20836,40 mg,Injection,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20837,Pneumonia,Gastroenterology,Lithium,LITHI-RX20837,40 mg,Tablet,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20838,Pneumonia,Diabetology,Rosuvastatin,ROSUV-RX20838,250 mg,Drops,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20839,Pneumonia,Urology,Quetiapine,QUETI-RX20839,40 mg,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
